default,student,balance,income
No,No,193.28316,37376.650
No,No,857.23645,67124.057
No,No,1132.07848,29715.305
No,No,1489.35703,37758.413
No,No,1527.35932,33923.529
No,Yes,1427.04938,18268.527
No,No,964.86304,43744.983
No,No,326.15093,32919.971
No,No,866.29967,65931.951
No,No,626.16015,34007.908
No,No,836.19286,43275.145
No,No,826.55802,44371.747
No,No,102.12252,33300.188
No,No,1609.29703,52752.968
No,Yes,140.45562,11179.498
No,No,1147.98069,20766.395
No,No,855.29257,35749.033
No,No,1682.20186,36366.991
No,No,689.82077,30304.780
No,No,1706.04631,32900.711
No,No,479.52191,43743.622
No,Yes,765.36336,11976.408
No,No,894.32910,45250.730
No,No,993.64709,26768.957
No,Yes,378.49252,18659.772
No,Yes,576.06501,13536.609
Yes,Yes,2113.62976,21100.722
No,No,542.69621,40996.212
No,Yes,493.62955,20500.213
No,No,0.00000,29322.631
No,No,1185.58125,47782.497
No,Yes,1719.87112,22431.858
No,No,495.75007,44361.391
No,No,533.89415,33785.746
No,No,150.14271,38610.377
No,Yes,1298.90149,14975.265
No,No,957.23896,57698.408
No,No,836.93329,51031.940
No,Yes,1400.70282,23083.260
No,No,857.32914,25742.174
No,No,876.76556,49291.167
No,No,979.31671,27534.912
No,Yes,491.70432,8352.209
No,No,1621.71164,37970.474
No,No,643.61551,44251.016
No,Yes,343.79864,19971.776
Yes,No,1711.16909,18579.102
No,No,1170.02741,33332.626
No,Yes,638.20440,14641.384
No,Yes,1457.83941,18496.932
No,No,383.86015,31749.678
No,No,618.03168,44419.548
No,No,565.21830,29015.724
No,No,290.14596,32862.555
No,Yes,576.94428,22800.867
No,No,633.12712,54034.355
No,Yes,1350.62900,11854.984
No,Yes,893.55827,23033.812
No,Yes,895.31897,20869.356
No,No,1470.57249,44490.321
No,No,789.25651,43835.340
No,No,218.76900,52074.663
No,Yes,531.69380,15794.582
No,Yes,1268.53785,21336.890
No,No,0.00000,34040.313
No,No,1046.56286,26555.489
No,No,389.99218,29032.113
No,No,642.23463,35800.084
No,No,391.98995,35012.870
No,No,1483.68901,58310.512
No,Yes,438.57477,17439.115
No,No,897.86169,47557.524
No,No,0.00000,41693.386
No,Yes,776.63907,15338.889
No,No,112.47071,34320.026
No,No,634.47778,56726.120
No,No,791.94750,47886.523
No,No,1088.28531,43134.531
No,Yes,2018.35854,15472.850
No,No,1470.63527,40080.215
No,Yes,611.20890,19733.252
No,No,1117.08003,42388.416
No,No,1589.99092,42268.280
No,No,0.00000,57898.415
No,No,636.23867,39172.363
No,Yes,714.39717,17412.718
No,Yes,946.77960,12881.402
No,No,108.05678,41840.326
No,No,816.88835,52492.346
No,No,5.88382,45840.472
No,No,761.75063,13889.133
No,Yes,1173.78134,15823.805
No,No,1418.47537,38034.144
No,Yes,864.35713,10484.771
No,Yes,1101.16009,14307.001
No,No,0.00000,46615.698
No,No,0.00000,43782.256
No,No,582.31722,29239.846
No,No,369.05049,38418.867
No,No,966.05188,10174.730
No,No,399.44562,54329.923
No,No,51.88849,41839.173
No,No,460.87942,40046.029
No,No,1139.01273,36958.578
No,No,707.57310,48790.402
No,Yes,1034.60315,18614.037
No,No,118.86980,42823.572
No,Yes,461.00434,15554.030
No,No,1057.27500,42731.876
No,No,1035.48588,41714.374
No,No,1010.27951,34188.985
No,No,0.00000,41199.799
No,No,656.02373,36349.437
No,No,539.13750,23561.431
No,No,1377.46206,49406.073
No,Yes,1322.14600,21272.576
No,Yes,1393.58949,23261.863
No,No,1324.01398,45114.740
No,No,1020.52956,35652.663
No,No,2033.54023,41629.237
No,No,888.64291,19942.603
No,No,1350.11627,39555.962
Yes,Yes,1936.06186,13377.829
No,Yes,1406.91736,16427.101
No,No,282.83812,29478.138
No,No,601.08257,25319.366
No,Yes,1639.42661,14682.777
No,Yes,48.52810,16647.306
No,No,324.50453,51139.877
No,Yes,886.40151,13995.890
No,No,967.44157,51674.419
No,No,711.73761,45419.882
No,No,1547.88079,50638.340
No,Yes,1200.59444,13772.989
No,No,0.00000,45201.129
No,No,1454.98159,43821.221
No,No,355.44234,46147.518
No,No,0.00000,46927.784
No,No,0.00000,49784.336
No,No,282.86531,39961.040
No,No,303.71512,29048.035
No,No,157.76300,36206.286
No,No,300.00047,41189.452
No,No,463.98207,43330.552
No,No,1654.23496,39580.130
No,No,762.57450,45526.895
No,Yes,1887.88172,21901.182
No,No,1206.26349,34621.773
No,Yes,247.65310,20444.752
No,No,576.79612,39209.833
No,Yes,1214.40831,18055.238
No,No,987.74553,40243.620
No,Yes,1257.01613,19247.901
No,No,524.08562,40319.118
No,Yes,1236.20709,23364.049
No,No,1008.67500,68610.412
No,Yes,1474.77960,17382.467
No,No,772.37531,36997.337
No,No,701.55259,39526.577
No,No,0.00000,28798.040
No,Yes,1165.89551,14969.287
No,No,0.00000,28226.558
No,No,1429.22105,40564.886
No,Yes,806.66924,17359.675
No,No,528.08932,46389.341
No,No,963.42815,60084.126
No,Yes,764.52717,22578.636
No,No,573.69914,49465.755
No,No,1410.36924,62395.038
No,No,816.74103,47272.334
No,Yes,1220.52491,12195.362
No,No,245.43875,54133.038
No,Yes,1083.91128,8584.078
No,No,485.34881,14676.296
No,No,677.75879,50309.065
No,No,286.66087,34499.533
No,Yes,843.92021,20754.024
No,No,831.83662,41247.642
No,No,1024.32638,33832.490
No,No,1277.12310,42472.908
No,Yes,1221.94391,19127.350
No,No,967.24928,27663.134
No,Yes,1556.90442,19272.236
No,Yes,419.72955,24679.731
No,No,276.16488,53625.714
No,Yes,1407.49727,14688.389
No,No,1041.08802,39515.843
No,No,182.32544,39703.269
No,No,162.21849,41381.271
No,No,405.27398,52571.184
No,No,887.15836,51519.126
Yes,No,1844.88384,35508.675
No,No,792.98153,37549.950
No,Yes,942.14010,23835.385
No,No,938.78590,14524.358
No,No,18.90420,35590.233
No,Yes,599.47098,18575.408
No,Yes,679.80955,19263.123
No,No,601.26329,24400.096
No,No,132.08104,51694.740
No,No,743.03297,25186.426
No,No,728.18690,52515.068
No,No,467.24756,33644.258
No,Yes,1104.93335,17377.498
No,Yes,310.19818,14672.926
No,No,1575.71270,45957.245
No,Yes,1370.24894,13358.274
No,No,1593.43280,73554.233
No,No,463.00222,42297.458
No,Yes,786.10602,20954.452
No,Yes,731.51180,26505.345
No,Yes,468.27322,27054.894
No,No,219.14571,37993.044
No,Yes,846.95907,20659.853
No,No,702.15926,57468.404
No,Yes,1381.64443,11059.568
No,No,1455.50584,33455.050
No,No,1357.90972,43377.112
No,No,1032.62708,23349.830
No,No,798.85964,48336.129
No,Yes,117.90308,14649.858
No,No,234.74360,27499.954
No,No,890.26687,36631.498
No,Yes,518.47884,18635.510
No,No,1124.49596,31739.564
No,No,1468.78806,38521.870
No,No,938.10618,13405.211
No,No,722.02916,26984.256
No,No,610.64171,42899.848
No,No,407.77130,18555.324
No,No,1057.22882,58133.528
No,No,1262.40452,57158.755
No,Yes,1082.67454,22417.556
Yes,No,1969.94292,29415.753
No,No,760.09964,45921.343
No,No,929.39625,23133.660
No,No,1177.24960,35419.610
No,No,309.27068,42226.651
No,No,981.94393,38483.532
No,No,200.16280,24280.130
No,No,1630.48301,54323.423
No,No,947.23542,28310.494
No,No,537.39635,40828.140
No,Yes,1292.56878,14859.240
No,No,356.82765,39444.825
No,No,500.15512,34437.707
No,No,1345.70698,40802.887
No,Yes,1091.13976,19990.835
No,No,1025.52762,22741.391
No,No,403.24002,42993.436
No,No,699.34267,36957.681
No,No,1445.80516,15666.057
No,Yes,963.89926,16561.256
No,No,542.76560,52625.416
No,No,766.92909,25376.104
No,No,808.42913,29212.905
No,No,736.53673,46416.183
No,No,1076.13982,31845.952
No,Yes,731.31486,11510.151
No,No,236.00371,38202.514
No,No,1382.45495,40394.309
No,Yes,915.57155,22586.338
No,No,176.59695,48957.756
No,Yes,639.99963,19900.006
No,Yes,950.67801,20435.818
No,No,1320.71112,29105.442
No,Yes,1203.02940,15952.452
No,No,1335.93525,19482.206
Yes,Yes,1647.28225,16154.462
No,Yes,1434.38646,15761.700
No,No,307.47624,36120.969
No,Yes,1277.89490,20649.930
No,No,998.39307,46051.923
No,No,561.34326,44403.994
No,Yes,1577.08358,15230.821
No,Yes,412.07144,12588.971
Yes,Yes,1758.40657,14272.274
No,Yes,251.46819,19373.888
No,No,1353.13173,40164.049
No,No,10.19446,32641.933
No,No,933.55473,33633.149
No,Yes,1692.75254,23743.842
No,No,663.25048,36276.864
No,No,51.53040,36851.913
No,No,797.74265,53398.929
No,No,0.00000,50243.931
No,No,1217.07276,62764.098
No,No,0.00000,44980.293
No,No,741.84467,45808.540
No,No,455.18449,43513.351
No,Yes,1788.14082,26228.710
No,No,1253.77341,28153.014
No,No,918.09337,44112.810
No,No,0.00000,30241.949
No,Yes,699.17340,17572.831
No,No,171.99638,33505.493
No,No,1326.34885,46587.080
No,No,1275.49530,40026.286
Yes,Yes,2247.42189,17926.723
No,No,993.77212,52645.663
No,No,997.37950,34824.848
No,Yes,652.37267,12139.057
No,No,1124.88619,41989.034
No,No,1608.81845,36721.103
No,Yes,776.60647,4755.252
No,No,845.02072,33895.238
No,No,570.05470,42157.808
No,No,186.43813,13325.121
No,No,0.00000,48672.956
No,No,1429.48872,31995.488
No,No,295.05667,39479.752
No,No,896.58128,54840.058
No,Yes,1562.53232,13754.334
No,No,889.30874,33036.245
No,Yes,1805.68295,20727.640
No,No,1334.10593,43704.431
No,No,527.94022,56820.821
No,No,1282.07695,52753.077
No,No,932.82873,48165.180
No,Yes,1850.88825,21575.763
No,No,455.19078,36488.158
No,No,748.28664,45626.995
No,No,874.47874,33485.521
No,Yes,538.70654,16350.360
No,No,841.85173,48615.015
No,No,1814.16819,28322.839
No,Yes,365.70441,15953.976
No,No,401.18076,39686.676
No,No,2096.13639,49992.530
No,No,1429.87856,33452.588
No,Yes,1737.34771,19202.710
No,No,1043.39034,45309.949
No,Yes,1155.45655,22194.478
No,Yes,931.64911,19179.447
No,No,146.75546,49925.069
No,No,1406.94765,27667.836
No,Yes,705.89683,18447.876
No,No,641.80394,32628.641
No,No,379.60356,42862.489
No,No,706.22679,33920.457
No,No,577.13200,43616.096
No,No,90.99982,52387.592
No,No,549.39904,48424.404
Yes,Yes,1102.43498,17391.780
No,Yes,1228.33880,18129.694
No,Yes,974.01438,20108.104
No,No,263.65606,50782.832
No,No,847.06915,35581.290
No,No,835.19181,39977.131
No,No,757.90771,37088.840
No,Yes,1013.66577,13821.090
No,Yes,643.57700,28765.911
No,Yes,757.27276,18876.089
No,No,1248.27894,41100.626
No,No,699.28585,41475.982
No,No,866.40263,18586.727
No,No,697.66638,35402.268
No,No,899.09689,39630.639
No,No,674.20463,46481.953
No,No,902.92396,33778.403
No,No,1591.75581,46259.660
No,No,484.21736,30178.575
No,No,751.68729,51327.317
No,No,604.19495,38292.769
No,No,640.63347,46075.415
No,Yes,782.44517,23447.213
No,No,1026.95520,40307.011
No,Yes,862.90225,16157.867
No,Yes,780.51213,14813.342
No,No,878.00939,15262.935
No,No,481.86203,32928.239
No,Yes,1579.99003,13274.732
No,No,1.67403,23001.667
No,No,514.84903,37656.848
No,No,2087.67874,44997.364
No,Yes,973.51471,20770.484
No,No,528.87250,45235.497
No,No,1131.41243,37663.227
No,No,955.34337,40368.598
No,No,759.03226,45774.384
No,No,1023.85241,31492.998
No,No,1096.07776,30374.835
No,No,829.32969,48734.166
No,No,792.35687,39911.427
No,No,882.26453,18379.515
No,Yes,733.84709,16400.128
No,No,553.51944,45385.311
No,Yes,822.95959,8918.703
No,No,493.95999,34621.758
No,No,88.25406,43927.316
No,No,0.00000,45077.575
No,No,611.82573,21716.534
No,Yes,1096.69214,20856.588
No,No,191.61107,35119.581
No,No,447.95816,54044.823
No,No,1149.68919,39974.563
No,Yes,463.30000,16416.613
No,No,1347.63560,58953.093
No,Yes,0.00000,16979.893
No,No,643.01085,27735.158
No,Yes,365.22296,15375.152
No,No,289.68157,45991.044
No,No,578.29066,48044.384
No,No,1186.93273,51742.576
No,No,426.00728,50874.565
No,No,1115.73878,48125.647
No,Yes,932.69581,18743.314
No,Yes,1048.48760,22935.595
No,No,768.37295,44405.309
No,No,785.49471,50683.154
No,Yes,865.20587,22081.582
Yes,No,1801.80118,24152.265
No,No,950.34127,64396.165
No,No,787.04293,46266.941
No,No,982.83999,32419.665
No,No,1175.38958,35339.557
No,Yes,887.28487,13132.901
No,No,801.99444,46439.004
No,No,1096.24673,42685.107
No,No,628.85533,40490.426
No,Yes,567.72258,14892.324
No,Yes,843.00879,22037.470
No,Yes,1217.30988,10520.043
No,No,0.00000,10593.921
No,No,1186.77795,38581.928
No,No,439.04389,40148.108
No,Yes,778.99935,10489.574
No,Yes,742.54932,24505.019
No,Yes,763.33762,15849.864
No,No,408.11603,39388.318
No,No,1071.25835,36869.053
No,No,1373.57560,22182.417
No,No,52.91809,30506.359
No,Yes,1140.45436,18991.886
No,No,1162.29923,47513.125
No,Yes,1528.49437,22664.349
No,No,991.96117,49910.097
No,No,592.43232,32283.264
No,No,848.32761,30472.718
No,No,309.51798,35293.194
No,Yes,425.84465,15324.758
No,Yes,1268.48611,19862.044
No,Yes,898.63195,15293.874
No,No,274.95695,24102.392
No,No,399.44313,45360.932
No,Yes,850.38641,6389.071
No,No,92.90009,43955.881
No,No,854.02333,32107.308
No,No,0.00000,29721.342
No,No,1094.81283,32936.059
No,No,680.16446,25391.633
No,No,1231.35189,29867.876
No,No,0.00000,38228.260
No,No,830.04609,51847.123
No,No,1267.00144,32752.194
No,No,1623.69027,36747.904
No,No,302.71902,45260.398
No,No,439.96196,28215.479
No,Yes,1016.82548,18703.555
No,No,1421.20476,47423.792
No,No,479.67715,40995.036
No,Yes,925.89692,12384.204
No,Yes,1192.70216,21597.752
No,No,1649.91703,36091.385
No,No,808.99910,26379.887
No,No,752.05629,49741.432
No,No,727.19078,27282.198
No,No,845.60731,31633.087
No,No,445.66190,46816.105
No,No,1459.04497,49753.805
No,Yes,988.64161,22085.451
No,No,796.99121,25159.555
No,No,903.45913,33640.100
No,No,1163.08390,45488.751
No,No,1217.21053,33865.051
No,Yes,740.22868,23469.388
No,No,1259.45052,28881.725
No,No,501.39169,42856.190
No,No,808.61189,48650.434
No,No,413.88827,53142.024
No,Yes,666.49823,11951.899
No,Yes,412.16079,17679.522
No,Yes,372.65250,22308.041
No,No,1235.07665,48687.557
No,No,853.24622,41581.195
No,No,1911.66852,52802.089
No,No,357.96946,57012.551
No,Yes,698.15798,19582.816
No,No,918.46109,32468.451
Yes,No,1741.91492,35067.425
No,No,577.49348,39015.417
No,Yes,1415.68199,21856.321
No,Yes,1524.48683,15845.871
No,Yes,1171.44140,19213.386
No,Yes,396.80148,26061.764
No,No,1236.15812,19682.711
No,No,1053.40549,52921.854
No,No,1207.04062,42171.989
No,No,528.96195,27065.705
No,No,662.70325,48652.170
No,No,517.22851,40248.586
No,No,938.84600,40914.228
Yes,No,1823.63656,44260.156
No,No,638.72199,48085.708
No,No,929.02261,23889.680
No,Yes,282.24871,19809.099
No,Yes,1429.60933,14827.895
No,Yes,672.35816,24495.038
No,No,752.46676,39896.109
No,No,471.34613,30337.141
No,No,270.58576,44958.631
Yes,No,2075.32789,43817.499
No,No,96.80390,31371.726
No,Yes,568.29495,13286.350
No,Yes,990.88056,21164.664
No,No,284.56097,45542.174
No,No,983.83734,28980.102
No,No,924.43734,40987.486
No,No,857.15320,31252.651
No,No,195.02234,44222.979
No,No,1046.00900,45573.384
No,Yes,933.35041,15557.633
No,No,0.00000,43646.912
No,No,691.89209,32512.195
No,Yes,1097.96962,16275.684
No,No,0.00000,45374.997
No,Yes,402.90916,22752.327
No,No,1230.90316,44303.198
No,No,959.48204,31357.446
No,No,630.22913,46713.630
No,Yes,1353.49303,16727.664
No,Yes,603.57519,15477.354
No,No,830.25009,35377.857
No,No,858.17996,30892.736
No,No,380.17351,37395.719
No,Yes,1005.81173,12112.657
No,No,1027.82531,33089.467
No,No,456.00333,29898.005
No,No,1043.09783,30516.263
No,No,586.96889,50317.653
No,No,271.94221,27790.069
No,No,419.72905,37444.536
No,Yes,597.11238,12660.815
No,No,342.95737,43688.535
No,No,728.27895,30028.180
No,Yes,513.83676,9879.115
No,No,795.95861,22570.483
No,No,1.97669,51672.361
No,No,1355.64122,36671.660
No,Yes,319.26268,24881.386
No,No,1719.16924,57866.059
No,Yes,1191.08557,20895.408
No,No,984.43916,25294.868
No,No,947.79590,45284.206
No,No,949.03871,47760.400
No,Yes,219.72862,18401.982
No,No,1465.74393,25521.270
No,Yes,645.33883,20122.202
No,Yes,856.56448,23199.977
No,Yes,912.83254,19467.979
No,Yes,774.34769,15147.405
No,Yes,1376.34002,17101.428
No,No,699.68039,50267.850
No,Yes,903.45865,17254.961
No,Yes,1150.54719,23705.953
No,No,751.33874,42736.428
No,No,556.07732,25371.214
No,No,751.39224,29875.047
No,No,425.98692,39772.752
No,No,297.68081,26586.534
No,No,507.24629,46106.233
No,No,865.69700,33541.046
No,Yes,1265.52738,14672.256
No,No,564.41131,39643.536
No,No,621.04122,50804.675
No,No,1205.59069,25920.861
No,No,1943.93230,24193.609
No,No,415.28875,35790.131
No,Yes,1169.42044,19879.248
No,No,685.63688,49260.625
No,No,781.91902,54925.508
No,No,651.37433,44648.696
No,No,490.25103,49222.491
No,No,976.28954,35909.438
No,No,1476.83812,41154.882
No,No,752.94823,62329.121
No,No,511.60591,29914.176
No,Yes,1384.37213,21059.605
No,Yes,1031.67045,22440.622
No,Yes,1491.50749,23636.165
No,No,672.23635,46336.058
No,Yes,644.41356,23319.649
No,No,539.59343,9950.229
No,Yes,0.00000,17648.356
No,No,919.81264,44316.358
No,No,1249.87279,50418.045
No,No,539.80532,35924.610
No,No,1162.11326,49255.144
No,No,944.45030,47463.334
No,No,0.00000,29675.040
No,Yes,1440.52879,20882.017
No,Yes,1558.47192,17470.477
No,No,854.14062,52239.800
No,No,468.54946,53273.919
No,No,902.49741,56947.864
No,No,897.28561,66547.915
No,Yes,422.18941,14366.569
No,No,194.57597,44543.781
No,Yes,487.51140,17713.589
No,No,1558.86047,42112.313
No,No,630.02895,43547.542
No,No,1056.65463,30711.861
No,No,1712.47004,40395.346
No,No,25.60294,35464.248
No,No,1384.85057,40131.494
No,No,961.36571,42619.078
No,No,229.21497,68145.134
No,No,778.79156,53219.527
No,No,653.43622,41440.929
Yes,No,961.48885,27717.615
No,No,1084.45756,33080.965
No,Yes,869.66776,20285.252
No,No,818.33494,27390.837
No,No,416.86118,39672.517
No,No,250.83524,58139.022
No,No,0.00000,48411.077
No,Yes,481.58838,19623.461
No,Yes,1506.91151,23375.646
No,No,1100.00893,34358.075
No,No,220.66675,64467.733
No,Yes,789.28359,20370.174
No,No,41.35918,47351.834
No,No,382.96270,43645.948
No,No,567.91705,28875.522
No,No,244.50909,33751.245
No,Yes,815.34157,26064.366
No,No,529.07268,43914.671
No,No,736.41856,48660.151
No,Yes,0.00000,17744.930
No,Yes,1260.34117,11696.678
No,Yes,708.21355,12092.314
No,Yes,99.99761,4376.810
No,No,1143.30818,48630.034
No,Yes,892.38386,17841.523
No,No,1250.04724,50883.714
No,No,415.65537,43389.661
No,Yes,1058.86738,16059.833
No,No,857.69966,43162.674
No,No,1429.76721,37255.911
No,Yes,322.26686,19231.939
No,No,572.18673,35926.376
No,No,1438.75847,24061.648
No,Yes,1742.88694,20344.428
No,No,325.26759,39431.535
No,No,1091.41855,43091.157
No,No,1252.40953,53237.104
No,No,607.43127,34541.302
Yes,No,1258.76479,26331.372
No,No,1026.70271,33915.049
No,Yes,590.56623,9143.396
No,Yes,1218.17035,18918.377
No,No,260.61880,42125.149
No,Yes,1498.07059,13274.631
No,No,909.94688,53430.895
No,Yes,1167.11058,18676.570
No,No,923.68558,38403.011
No,Yes,1275.19708,15793.909
No,No,709.25752,23249.937
No,No,682.98801,41679.760
No,No,1355.96190,25208.049
No,Yes,1815.88929,15490.028
No,No,698.29172,43876.162
No,No,189.12986,28827.213
No,No,1418.70284,35619.967
No,No,670.42258,53666.192
No,No,206.01635,38550.377
No,No,1616.96213,47504.664
No,No,995.52960,24126.610
No,No,591.03684,30834.712
No,No,1294.90323,52338.221
No,Yes,1259.37281,22361.055
No,Yes,1313.35267,17437.616
No,No,0.00000,24461.854
No,Yes,769.47912,27515.571
No,Yes,571.57712,15325.079
No,No,756.08791,49163.223
No,No,183.42869,39020.229
No,No,1054.80559,52290.341
No,No,1386.20773,44536.487
No,No,596.18798,45929.449
No,Yes,1029.91697,16691.803
No,No,417.53846,31730.867
No,No,1218.42139,40449.312
No,No,210.78079,46326.761
Yes,No,1178.15886,44437.202
No,No,997.62511,30670.947
No,No,637.90218,48425.723
No,No,0.00000,54245.120
No,No,350.05185,48411.987
No,No,1517.91896,49400.171
No,No,190.64111,31463.420
No,No,971.58367,41278.419
No,Yes,925.39068,16427.571
No,No,1637.83992,34107.081
No,No,224.59247,27246.045
No,No,255.11703,55980.074
No,No,1201.01655,41585.832
No,No,1075.57011,51370.210
No,No,438.42024,29899.822
No,Yes,1246.43718,15756.718
No,Yes,1655.11286,17269.799
No,No,1063.81680,38457.249
No,No,1626.56380,43592.841
No,No,409.40402,48746.434
No,No,1018.67302,38421.811
No,Yes,1090.89188,20421.958
No,No,324.88541,36555.400
No,Yes,1085.15297,20054.898
No,Yes,869.77206,18724.404
No,Yes,608.84065,24523.854
No,Yes,1042.97256,9595.588
No,Yes,1276.66776,19073.109
No,No,928.09409,55894.662
No,No,1592.76390,35084.093
No,No,0.00000,39653.923
No,No,340.99980,48058.383
No,No,81.53187,40847.811
Yes,Yes,2145.60767,23516.191
No,No,654.41601,47244.704
No,Yes,1155.78058,15146.896
No,No,1745.31353,49090.129
No,No,534.78489,46138.432
No,No,584.83741,39553.171
No,No,1365.55685,38511.320
No,Yes,946.36715,12532.658
No,No,263.19030,34112.472
No,Yes,1090.92506,18935.818
No,No,835.18993,44678.832
No,No,1265.53599,35133.217
No,No,357.50662,66404.683
No,Yes,564.00544,16502.337
No,No,817.92771,59431.839
No,No,1366.27862,41192.463
No,No,836.34314,34559.158
No,No,0.00000,27367.783
No,Yes,780.22792,25228.711
No,No,995.87732,52860.585
No,No,0.00000,22827.184
No,No,554.34459,31028.924
No,No,1204.57884,39583.121
No,No,1053.37588,39612.672
No,No,821.49885,39318.489
No,Yes,470.91235,24074.365
No,Yes,1534.85373,21678.351
No,No,1177.97687,50811.759
No,Yes,1151.89952,15097.512
No,Yes,906.43907,24662.291
No,Yes,1513.54244,13246.375
No,No,740.88519,34196.067
No,No,1176.41451,57318.702
No,No,208.29508,37295.802
No,Yes,375.30630,19342.158
No,Yes,953.13055,18057.786
No,No,280.95590,37690.033
No,No,399.12947,38004.105
No,No,1229.85812,58399.497
No,No,1740.86411,46458.606
No,Yes,795.13955,24606.154
No,No,584.81678,47449.624
No,No,1140.74821,39017.078
No,No,1202.31672,49914.522
No,Yes,476.72047,10516.870
No,No,1059.87227,38698.673
No,No,1367.10861,36427.430
No,Yes,1604.77766,23999.760
No,Yes,1055.68254,25109.508
No,No,367.61169,44046.018
No,Yes,0.00000,18032.074
No,No,543.80574,31512.611
No,No,192.62746,38042.018
No,No,1184.83995,34527.687
No,Yes,1510.77723,19491.694
No,No,801.63991,37441.792
No,No,631.03084,44525.890
No,No,279.11688,30144.433
No,No,674.03256,54832.666
No,Yes,957.63020,15018.914
No,No,274.42422,31292.627
No,No,1044.44990,43374.004
No,No,319.80761,45202.635
No,Yes,429.22246,19442.029
No,No,835.58502,41032.371
No,No,2.78892,54838.806
No,Yes,867.44164,16396.682
No,Yes,271.73093,14215.093
No,No,404.19465,41668.420
No,No,1572.81111,18218.474
No,No,730.63356,42300.147
No,No,0.00000,56610.236
No,No,1046.16856,46078.982
No,No,514.87177,50339.192
No,Yes,1181.58601,22142.052
No,No,0.00000,45235.291
No,No,272.21993,47757.824
No,No,1175.12553,33284.206
No,No,812.88963,48563.800
No,No,571.04150,40389.446
No,Yes,1041.14735,12488.732
No,No,334.01949,40916.033
No,No,1402.60119,37273.593
No,No,1569.87032,55938.766
No,Yes,1035.96611,30531.613
No,No,1376.11324,63073.445
No,Yes,668.64223,20240.955
No,No,0.00000,36249.175
No,No,1112.65568,35159.215
No,No,718.57988,12571.689
No,No,641.55037,45574.500
Yes,Yes,2125.79220,19539.149
No,Yes,814.35410,17973.509
No,No,904.03363,18898.311
No,No,795.49733,25336.327
No,Yes,1753.59814,21130.919
No,No,284.39570,60840.810
No,Yes,1300.88969,14156.646
No,No,1237.84339,31880.176
No,No,563.46660,31151.187
No,Yes,6.72787,21695.703
No,No,661.52819,58519.860
No,No,630.71484,53546.571
No,No,721.14169,40458.954
No,Yes,360.00916,18487.433
No,No,751.03099,45581.719
No,No,572.46830,52797.429
No,Yes,242.46299,23413.360
No,No,199.45479,57455.210
No,No,477.56682,16978.271
No,Yes,1184.72503,19797.770
No,Yes,604.75874,19369.349
No,No,384.33107,34232.069
No,No,1399.57356,23577.765
No,No,328.77815,48626.357
No,No,271.05987,30465.308
No,Yes,145.00212,19927.092
No,Yes,344.15411,20439.688
No,No,985.75274,22829.588
No,Yes,1002.41925,17797.344
No,Yes,1004.84432,20249.207
No,No,483.41585,53873.513
No,No,1034.60116,41252.728
No,Yes,854.62620,16322.723
No,No,796.83673,29397.884
No,No,535.69686,55828.082
No,Yes,1070.63926,14833.029
No,No,0.00000,30524.756
No,No,1333.90121,23261.847
Yes,No,1114.83218,39776.999
No,Yes,793.24809,24314.682
No,No,433.93529,26888.087
No,Yes,1004.27365,17069.524
No,Yes,1112.70119,20901.214
No,No,298.77514,33255.839
No,No,796.84635,20078.789
No,Yes,969.39716,17686.562
No,No,1075.11835,47566.784
No,Yes,0.00000,16451.942
No,Yes,44.65557,26346.812
No,Yes,1000.74059,14689.495
No,No,1311.99931,26377.974
Yes,Yes,2086.53616,17893.721
No,No,697.04686,38743.093
No,No,1240.66425,30938.537
No,Yes,726.76415,16079.637
No,No,633.50419,40571.767
No,Yes,386.15643,22527.647
No,No,0.00000,34701.196
No,No,808.59359,41222.352
No,No,1384.39245,35499.527
No,No,713.06754,44413.751
No,No,590.67653,26673.848
No,No,294.84465,41591.780
No,No,208.00771,42399.530
No,No,220.44933,33213.325
No,No,773.17269,49308.165
No,No,1248.47706,37204.074
No,No,634.18661,32255.989
No,No,678.18689,55542.970
No,No,1252.62150,27295.518
No,Yes,1297.26504,16864.435
No,No,0.00000,38870.497
No,No,1190.76129,27257.123
No,No,196.51556,44226.632
No,No,619.55921,33476.668
No,No,438.62508,41454.721
No,No,676.09886,38571.414
No,No,589.91415,49945.389
No,No,1068.14635,27859.864
No,No,1210.41612,45113.163
No,Yes,390.35647,9114.275
No,No,1505.70717,35786.327
No,No,490.05598,35895.354
No,No,123.28607,47467.959
No,No,563.28641,51720.912
No,No,409.16037,45055.897
No,Yes,781.68040,21342.479
No,No,870.30273,24263.127
No,No,509.15601,47444.151
No,No,1056.66248,39255.763
No,No,394.99021,41574.834
No,Yes,1592.00465,19982.290
No,No,0.00000,49250.464
No,No,1276.40328,52215.134
Yes,No,2413.31945,38540.573
No,No,210.12326,58413.104
Yes,No,2187.22485,42205.123
No,No,1159.84194,43385.019
No,No,1339.60318,46442.354
No,Yes,793.34745,11495.393
No,Yes,163.50339,17545.727
No,No,867.62948,43091.936
No,Yes,1231.02580,13363.978
No,No,312.41549,47118.999
No,Yes,758.44801,20936.069
No,Yes,1035.82347,13959.420
No,No,763.73528,44125.719
No,Yes,728.54356,12475.461
No,No,1066.29656,42247.779
No,No,338.72527,37017.101
No,No,264.94249,39317.574
No,No,1167.32568,43337.130
No,No,553.74289,39653.983
No,No,485.79284,38281.315
No,No,485.94481,46447.405
No,No,690.43830,66807.936
